Title,Date Issued,Date,Spatial Coverage,Extent,Provenance,Coverage,Publisher,Subject,Contributor,Creator,Description,File,Identifier,Rights,Source
Runaway,1838-08-13,1838-07-30,"Wake County, NC",Rolesville,"Edgecomb County, NC",Raleigh,Raleigh Register and North Carolina Weekly Advertiser,Ben,Claton Lea,Claton Lea,"RUNAWAY FROM the Subscriber residing in the vicinity of Rolesville, on the 30th day of July last a negro man by the name of BEN, about 30 Years of age, nearly 6 feet high, a very slick black, with one crooked knee, perhaps his right, it bears considerably towards his other knee when walking, an uncommon large foot, his fore teeth affected and look dark, so much so, as to be plainly discovered if noticed.  It is expected from intelligence received from some free people of colour, since he started, he intends passing as a free man.  When last heard from, he was on his way to Edgecomb County, North Carolina.  Any person bringing him to me, or lodging him in some Jail, so that I get him again, shall receive a reasonable reward, with all recessary expenses paid. CLATON LEA Rolesville, August 7, 1838",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1761.jpg,1761,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1761
$20 reward,1838-08-17,1837-08-04,"Guilford County, NC",Greensboro,"Wilmington, NC",Wilmington,Wilmington Advertiser,Ned,R.D. Gorrell,R.D. Gorrell,"$20 REWARD. RAN away from the subscriber on Saturday night the 4th inst., a Negro boy by the name of NED, about 5 feet 10 inches high; copper colour, about 24 or 25 years old; had on when he went away a coarse suit of clothes. His front teeth are somewhat defective, and he is verry[sic] quick spoken. It is supposed he will make for Wilmington, and he ran away some time last year and attempted to pass for a free man, and by trade a brick mason, he also called himself JOHN LANDRETH, and was in Wilmington in September last Any person who will return him to me or secure him in jail so that I get him, shall have the above reward. R. D. GORRELL. Greensborough, N. C.,} August 6th, 1837.} 135 3w. Charge the Carolina Patriot.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_2281.jpg,2281,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/2281
$20 reward,1838-08-24,1837-06-28,"Mecklenburg County, NC",Charlotte,"Paw Creek, NC; Alexander Mine, NC; Bissells Mills, NC",Charlotte,Charlotte Journal,Lucy,B.P. Boyd,John McCord,"$20 REWARD. RANAWAY from John McCord, on the 28th of June last, a negro girl named LUCY, about 25 years of age, very black, and about five feet high and slender. She is supposed to be in the neighborhood of Gen. McLeary's, on Paw Creek, as he owns her husband, she has some relations belonging to Mrs. Maxwell, 7 mi. east of Charlotte, also, some relations at the Alexander Mine, and also some relations at Bissell's mills, 2 miles from Charlotte. Having purchased said girl from said M'Cord, I will give the above reward to any person that will deliver said girl to me in Charlotte. B.P. BOYD. Charlotte, Aug. 23, 1838. t415",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_222.jpg,222,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/222
$10 reward,1838-08-25,1838-08-15,"Halifax County, NC",Weldon,"Tarboro, NC",Tarboro,Tarboro Press,Isaac,B.A. Pope,B.A. Pope,"$10 Reward. RAN AWAY from the Subscriber, on the 15th inst. negro boy ISAAC, Well known in Tarborough as the property of Mrs. Manie Joyner, formerly of that place. Isaac, though grown, is much under the ordinary height and size--well formed, active, and very black. He was last year hired by Mr. Howard, and I believe worked in the office of the Tarborough Press. He has or had a wife at D. Lawrence's plantation near Tarborough, where I feel assured he has gone. I will pay Ten Dollars for his delivery in the jail at Tarborough, upon receiving information from the Jailor to that effect. B.A. POPE. Weldon, N.C. Augt. 18, 1838.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_43.jpg,43,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/43
25 dollars reward,1838-09-13,1839-08-28,"Granville County, NC",Oxford,Ohio,Salisbury,Western Carolinian,Robin,John B. Littlejohn,John B. Littlejohn,"25 DOLLARS REWARD.  RUN AWAY from the subscriber his man ROBIN, who absconded about the 28th of last month without any cause whatever, and it is believed he will endeavour to make his way to the State of Ohio. Robin is a tolerable bright mulatto about six feet high; a stout muscular man, aged about 42 years; has one fore tooth missing, or a wide space between his fore teeth; has a scar on one of his cheek bones, occasioned by a burn when young, and the mark of a severe cut on one of his thumbs; he is very fond of spirits, and when drunk, is very outrageous. Robin has worked in a Tan yard for 20 years, and is a very good Tanner and Currier. He is also a good coarse Shoe Maker, and carried away his tools with him.  I will give the above reward for the apprehension and confinement in jail of Robin, so that I get him again. Any person apprehending said negro, will please address to me at Oxford, North Carolina. JNO.[JOHN] B. LITTLEJOHN. Oxford, 5th, Sept. 1839.   14:tf",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_482.jpg,482,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/482
Fifty dollars reward,1838-10-19,1838-07-31,"Chowan County, NC",Edenton,"New Bern, NC",New Bern,Newbern Spectator and Literary Journal,Antony,B.B. Benbury,B.B. Benbury,"Fifty Dollars Reward WILL be given for the apprehension and delivery to me or for securing in jail so that I get him, ANTONY, who left me the last of July: I think it highly probable that he is lurking about Newbern, as he was raised by a Mr. Hancock, & that place. Antony is about six feet high, stout in proportion, has some scars about his ancles[sic], I believe, and is a fine looking negro. I hereby forewarn all persons from harbouring or employing him under the strictest penalty of the law. B. B. BENBURY. Edenton, 10th Oct. 1838. 528cm",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1025.jpg,1025,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1025
$25 reward,1838-12-26,1838-12-06,"Anson County, NC",Wadesboro,"Duplin County, NC",Fayetteville,Carolina Observer,Jim,R.F. Cooper,R.F.Cooper,"$25 Reward. RANAWAY from the Subscriber, on the 6th inst., fourteen miles below Asheville, N C., a negro man named JIM. He had on when he left, a pair of light red Pantaloons, light mixt Coat, with a Round Jacket over it; he is about 5 feet 10 inches high, has a fierce look, a naked forehead, and has lost some of his teeth, which affects his speech. He was carried from Duplin County, N. C., and will aim to get back again. The above reward will be paid to any man who will apprehend and lodge him in any Goal so that I get him again. For the above reward apply to J. P. Smith, of Wadesborough, N. C. R. F. COOPER. Wadesborough, Dec 20, 1838. 25 3w",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_329.jpg,329,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/329
Twenty dollars reward,1840-07-25,1840-07-07,"Craven County, NC",New Bern,"Ocracoke, NC",New Bern,Newbern Spectator and Literary Journal,Miles,Samuel E. Smith,Samuel E. Smith,"Twenty Dollars Reward. RAN away from the Subscriber, on the 7th instant, a negro man named MILES, twenty two years of age, about feet seven or eight inches high, well formed, and when spoken to has a downcast look, and a slight impediment in his speech. He has been accustomed to boating, and has been employed on board of lighters between this place and Ocracoke. Masters of vessles and all others are forwarned from harbouring, employing, or carrying him away, under the penalty of the law. The above reward will be paid for his delivery to me, or for securing him in jail in Newbern. SAMUEL E. SMITH Newbern, 25th July, 1840.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_2011.jpg,2011,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/2011
Eight dollars reward,1840-07-29,1840-07-19,"Beaufort County, NC",Washington,"Washington, NC",Washington,Washington Whig and Republican Gazette,Phereba,Henry C. Fortiscue,Henry C. Fortiscue,"Eight Dollars Reward. Ranaway from the subscriber on the 19th July (inst.) negro woman named PHEREBA, formerly the property of Zilpha Baley. She is about 38 years of age, yellow complexion, tall and spare built. She is supposed to be lurking about North Creek district where she has relations, or probably about Washington, as she has a husband in the latter place. The above reward will be given for the delivery of said negro woman to me or for securing her in jail so that I get her. Persons are hereby cautioned against harbouring, employing or carrying said negro away under the penalty of the law. HENRY C. FORTISCUE. Washington, July 29, 1840--05",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_837.jpg,837,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/837
$25 reward,1840-12-09,1840-01-09,"Moore County, NC",Carthage,"Averasborough, NC",Fayetteville,Carolina Observer,Jacob,Alexander Kelly,Alexander Kelly,"$25 REWARD. RANAWAY, from Archibald McCollum, of Cumberland county, about the 9th of January last, a negro man named JACOB, about 36 years of age, 5 feet 8 or 9 inches high, rather stout built, not very black complection[sic]. No marks recollected. Having purchased him from Mr. McCollum, I will give the above reward for his apprehension and delivery to me, or confinement in any jail so that I get him.--The negro was raised about 10 miles above Averasborough, on the river; and has been seen there during the last Summer. ALEXANDER KELLY. Carthage, Moore County, Dec. 8, 1840. 27-3tp",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_332.jpg,332,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/332
$75 Reward,1843-04-29,1843-04-26,"Guilford County, NC",Oak Ridge,Free State,Greensborough,Greensborough Patriot,Harden,E. W. Ogburn,E. W. Ogburn,"$75 REWARD. -Ranaway from the subscriber some weeks since, a yellow negro man Harden, but is believed to be harbored and protected in the county at this time, having been lately heard of. It is thought there are intentions of aiding him to a free State or coaxing him off and selling him. He is about twenty-eight years old, middle size or rather under, is left handed, has one thumb a little disfigured by a stroke with a hammer being a blacksmith, stutters a little, has one tooth out next one of his eye teeth; is very crafty and sensible, and would pass, from his color and appearance, of a free negro; his clothing &c. would perhaps be changed if described. I will give fifty dollars reward for his apprehension and delivery in any jail so that I get him, and twenty five dollars for the apprehension and delivery in jail of any white person or persons, haboring, aiding or taking him off.    E. W. OGBURN, PM    Oakridge, Guilford county, N.C. April 26, 1843 12tf",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_2471.jpg,2471,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/2471
$20 Reward,1844-05-25,1844-05-12,"Guilford County, NC",Greensboro,"Salisbury, N.C.",Greensborough,Greensborough Patriot,Frank,Joseph A. Houston,Joseph A. Houston,"$20 REWARD    RANAWAY from the subscriber on the 12th instant, a NEGRO BOY by the name of Frank, 21 years old, about five feet high and weighing 130 to 140 pounds, black complexion, has a scar on his left arm occasioned by a burn. He is a black-smith by trade. Amongst his clothing he had a brown jeans frock coat, a cut velvet waistcoat; pantaloon not recollected; and a small velvet cap.    I have no doubt but that he will make his was to Salisbury; for he has been living there for the last 4 or 5 years as the property of A. Bencini.    The above reward will be given for his apprehension if taken without the State, or $10 if taken in the State and confined so that I can get him again.    Information must be directed to Greensboro', N. C. May 15, 1844 7:3. JOSEPH A. HOUSTON.    ** The Carolina Watchman insert three times and forward account to this office.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_2472.jpg,2472,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/2472
Ranaway,1844-10-12,1844-10-10,"Guilford County, NC",Greensboro,Indiana,Greensborough,Greensborough Patriot,Elvira,J.D. Lumsden,J.D. Lumsden,"RANAWAY  FROM the Subscriber on Monday last a negro Girl name Elvira, she is a bright brown 16 years old, very large for her age, she has a very open countenance, very bold and manly in her appearance, she was bought from Rowan last Winter-she had on a copperas colored frock, brown silk bonnet, and had with her a bundle of clothing, she has been making efforts to get away with some free negroes going to Indiana. A liberal reward will be given to any person who will deliver her to Gen J. M. Logan of this place, or secure her so that I get her again.    J. D. LUMSDEN.    Greensboro' N. C. Oct. 10th 1844. 28.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_2476.jpg,2476,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/2476
